Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, HRK, RUB, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, 
02 July 2021, 1.1823, 131.74, 1.9558, 25.606, 7.4360, 0.86003, 352.10, 4.5264, 4.9283, 10.1583, 1.0945, 147.30, 10.2375, 7.4887, 87.1200, 10.2780, 1.5836, 5.9421, 1.4677, 7.6594, 9.1838, 17191.94, 3.8708, 88.3055, 1343.49, 23.5936, 4.9225, 1.6988, 58.423, 1.5969, 38.052, 17.0787, 
